,ndays_of_deal,avg_comments,avg_bookmarks,avg_shares,year,month,day,weekday,avg_discount,Y_discount_3d,Y_avg_discount_3d
691,0,0.0,0.0,0.0,2015,1,6,1,0.0,1,30.0
692,1,0.0,8.0,0.0,2015,1,7,2,40.0,1,20.0
693,0,0.0,0.0,0.0,2015,1,8,3,0.0,1,20.0
694,1,0.0,12.0,0.0,2015,1,9,4,20.0,0,0.0
695,0,0.0,0.0,0.0,2015,1,10,5,0.0,0,0.0
696,0,0.0,0.0,0.0,2015,1,11,6,0.0,1,70.0
697,0,0.0,0.0,0.0,2015,1,12,0,0.0,1,47.5
698,0,0.0,0.0,0.0,2015,1,13,1,0.0,1,47.5
699,1,0.0,23.0,0.0,2015,1,14,2,70.0,1,25.0
700,4,0.0,10.0,0.0,2015,1,15,3,25.0,0,0.0
701,0,0.0,0.0,0.0,2015,1,16,4,0.0,0,0.0
702,0,0.0,0.0,0.0,2015,1,17,5,0.0,0,0.0
703,0,0.0,0.0,0.0,2015,1,18,6,0.0,1,40.0
704,0,0.0,0.0,0.0,2015,1,19,0,0.0,1,40.0
705,0,0.0,0.0,0.0,2015,1,20,1,0.0,1,40.0
706,1,0.0,19.0,0.0,2015,1,21,2,40.0,1,40.0
707,0,0.0,0.0,0.0,2015,1,22,3,0.0,1,40.0
708,1,0.0,6.0,0.0,2015,1,23,4,40.0,0,0.0
709,0,0.0,0.0,0.0,2015,1,24,5,0.0,0,0.0
710,0,0.0,0.0,0.0,2015,1,25,6,0.0,0,0.0
711,0,0.0,0.0,0.0,2015,1,26,0,0.0,0,0.0
712,0,0.0,0.0,0.0,2015,1,27,1,0.0,0,0.0
713,0,0.0,0.0,0.0,2015,1,28,2,0.0,0,0.0
714,0,0.0,0.0,0.0,2015,1,29,3,0.0,0,0.0
715,0,0.0,0.0,0.0,2015,1,30,4,0.0,0,0.0
716,0,0.0,0.0,0.0,2015,1,31,5,0.0,0,0.0
717,0,0.0,0.0,0.0,2015,2,1,6,0.0,1,40.0
718,0,0.0,0.0,0.0,2015,2,2,0,0.0,1,40.0
719,0,0.0,0.0,0.0,2015,2,3,1,0.0,1,40.0
720,1,0.0,26.0,0.0,2015,2,4,2,40.0,1,40.0
721,1,0.0,16.0,0.0,2015,2,5,3,40.0,0,0.0
722,0,0.0,0.0,0.0,2015,2,6,4,0.0,1,30.0
723,0,0.0,0.0,0.0,2015,2,7,5,0.0,1,30.0
724,0,0.0,0.0,0.0,2015,2,8,6,0.0,1,30.0
725,1,0.0,11.0,0.0,2015,2,9,0,30.0,0,0.0
726,0,0.0,0.0,0.0,2015,2,10,1,0.0,0,0.0
727,0,0.0,0.0,0.0,2015,2,11,2,0.0,0,0.0
728,0,0.0,0.0,0.0,2015,2,12,3,0.0,0,0.0
729,0,0.0,0.0,0.0,2015,2,13,4,0.0,0,0.0
730,0,0.0,0.0,0.0,2015,2,14,5,0.0,1,50.0
731,0,0.0,0.0,0.0,2015,2,15,6,0.0,1,50.0
732,0,0.0,0.0,0.0,2015,2,16,0,0.0,1,50.0
733,1,0.0,62.0,0.0,2015,2,17,1,50.0,1,50.0
734,0,0.0,0.0,0.0,2015,2,18,2,0.0,1,50.0
735,0,0.0,0.0,0.0,2015,2,19,3,0.0,1,50.0
736,1,0.0,24.0,0.0,2015,2,20,4,50.0,1,50.0
737,0,0.0,0.0,0.0,2015,2,21,5,0.0,1,50.0
738,0,0.0,0.0,0.0,2015,2,22,6,0.0,1,35.0
739,1,0.0,17.0,0.0,2015,2,23,0,50.0,1,20.0
740,0,0.0,0.0,0.0,2015,2,24,1,0.0,1,35.0
741,1,0.0,25.0,0.0,2015,2,25,2,20.0,1,50.0
742,0,0.0,0.0,0.0,2015,2,26,3,0.0,1,50.0
743,1,0.0,24.0,0.0,2015,2,27,4,50.0,0,0.0
744,0,0.0,0.0,0.0,2015,2,28,5,0.0,0,0.0
745,0,0.0,0.0,0.0,2015,3,1,6,0.0,1,50.0
746,0,0.0,0.0,0.0,2015,3,2,0,0.0,1,37.5
747,0,0.0,0.0,0.0,2015,3,3,1,0.0,1,37.5
748,1,0.0,33.0,0.0,2015,3,4,2,50.0,1,25.0
749,1,0.0,4.0,0.0,2015,3,5,3,25.0,0,0.0
750,0,0.0,0.0,0.0,2015,3,6,4,0.0,0,0.0
751,0,0.0,0.0,0.0,2015,3,7,5,0.0,1,50.0
752,0,0.0,0.0,0.0,2015,3,8,6,0.0,1,50.0
753,0,0.0,0.0,0.0,2015,3,9,0,0.0,1,50.0
754,1,0.0,18.0,0.0,2015,3,10,1,50.0,0,0.0
755,0,0.0,0.0,0.0,2015,3,11,2,0.0,1,50.0
756,0,0.0,0.0,0.0,2015,3,12,3,0.0,1,50.0
757,0,0.0,0.0,0.0,2015,3,13,4,0.0,1,50.0
758,1,0.0,10.0,0.0,2015,3,14,5,50.0,0,0.0
759,0,0.0,0.0,0.0,2015,3,15,6,0.0,1,25.0
760,0,0.0,0.0,0.0,2015,3,16,0,0.0,1,33.33333206176758
761,0,0.0,0.0,0.0,2015,3,17,1,0.0,1,37.5
762,1,0.0,7.0,0.0,2015,3,18,2,25.0,1,50.0
763,1,0.0,87.0,0.0,2015,3,19,3,50.0,1,50.0
764,1,0.0,11.0,0.0,2015,3,20,4,50.0,1,50.0
765,0,0.0,0.0,0.0,2015,3,21,5,0.0,1,50.0
766,1,0.0,23.0,0.0,2015,3,22,6,50.0,0,0.0
767,0,0.0,0.0,0.0,2015,3,23,0,0.0,0,0.0
768,0,0.0,0.0,0.0,2015,3,24,1,0.0,0,0.0
769,0,0.0,0.0,0.0,2015,3,25,2,0.0,0,0.0
770,0,0.0,0.0,0.0,2015,3,26,3,0.0,0,0.0
771,0,0.0,0.0,0.0,2015,3,27,4,0.0,0,0.0
772,0,0.0,0.0,0.0,2015,3,28,5,0.0,0,0.0
773,0,0.0,0.0,0.0,2015,3,29,6,0.0,1,50.0
774,0,0.0,0.0,0.0,2015,3,30,0,0.0,1,50.0
775,0,0.0,0.0,0.0,2015,3,31,1,0.0,1,50.0
776,1,0.0,25.0,0.0,2015,4,1,2,50.0,1,50.0
777,1,0.0,43.0,0.0,2015,4,2,3,50.0,0,0.0
778,0,0.0,0.0,0.0,2015,4,3,4,0.0,1,20.0
779,0,0.0,0.0,0.0,2015,4,4,5,0.0,1,35.0
780,0,0.0,0.0,0.0,2015,4,5,6,0.0,1,35.0
781,1,0.0,28.0,0.0,2015,4,6,0,20.0,1,50.0
782,1,0.0,25.0,0.0,2015,4,7,1,50.0,1,60.0
783,0,0.0,0.0,0.0,2015,4,8,2,0.0,1,60.0
784,0,0.0,0.0,0.0,2015,4,9,3,0.0,1,60.0
785,1,0.0,23.0,0.0,2015,4,10,4,60.0,0,0.0
786,0,0.0,0.0,0.0,2015,4,11,5,0.0,1,15.0
787,0,0.0,0.0,0.0,2015,4,12,6,0.0,1,15.0
788,0,0.0,0.0,0.0,2015,4,13,0,0.0,1,15.0
789,1,0.0,52.0,0.0,2015,4,14,1,15.0,0,0.0
790,0,0.0,0.0,0.0,2015,4,15,2,0.0,0,0.0
791,0,0.0,0.0,0.0,2015,4,16,3,0.0,0,0.0
792,0,0.0,0.0,0.0,2015,4,17,4,0.0,1,25.0
793,0,0.0,0.0,0.0,2015,4,18,5,0.0,1,25.0
794,0,0.0,0.0,0.0,2015,4,19,6,0.0,1,25.0
795,1,0.0,27.0,0.0,2015,4,20,0,25.0,1,15.0
796,0,0.0,0.0,0.0,2015,4,21,1,0.0,1,15.0
797,0,0.0,0.0,0.0,2015,4,22,2,0.0,1,15.0
798,1,0.0,47.0,0.0,2015,4,23,3,15.0,1,25.0
799,0,0.0,0.0,0.0,2015,4,24,4,0.0,1,25.0
800,0,0.0,0.0,0.0,2015,4,25,5,0.0,1,25.0
801,1,0.0,21.0,0.0,2015,4,26,6,25.0,0,0.0
802,0,0.0,0.0,0.0,2015,4,27,0,0.0,0,0.0
803,0,0.0,0.0,0.0,2015,4,28,1,0.0,0,0.0
804,0,0.0,0.0,0.0,2015,4,29,2,0.0,1,50.0
805,0,0.0,0.0,0.0,2015,4,30,3,0.0,1,50.0
806,0,0.0,0.0,0.0,2015,5,1,4,0.0,1,50.0
807,1,0.0,127.0,0.0,2015,5,2,5,50.0,1,20.0
808,0,0.0,0.0,0.0,2015,5,3,6,0.0,1,20.0
809,0,0.0,0.0,0.0,2015,5,4,0,0.0,1,20.0
810,1,0.0,33.0,0.0,2015,5,5,1,20.0,0,0.0
811,0,0.0,0.0,0.0,2015,5,6,2,0.0,0,0.0
812,0,0.0,0.0,0.0,2015,5,7,3,0.0,0,0.0
813,0,0.0,0.0,0.0,2015,5,8,4,0.0,0,0.0
814,0,0.0,0.0,0.0,2015,5,9,5,0.0,1,50.0
815,0,0.0,0.0,0.0,2015,5,10,6,0.0,1,50.0
816,0,0.0,0.0,0.0,2015,5,11,0,0.0,1,50.0
817,1,0.0,48.0,0.0,2015,5,12,1,50.0,1,25.0
818,0,0.0,0.0,0.0,2015,5,13,2,0.0,1,25.0
819,0,0.0,0.0,0.0,2015,5,14,3,0.0,1,25.0
820,1,0.0,15.0,0.0,2015,5,15,4,25.0,0,0.0
821,0,0.0,0.0,0.0,2015,5,16,5,0.0,1,50.0
822,0,0.0,0.0,0.0,2015,5,17,6,0.0,1,50.0
823,0,0.0,0.0,0.0,2015,5,18,0,0.0,1,50.0
824,1,0.0,21.0,0.0,2015,5,19,1,50.0,1,50.0
825,0,0.0,0.0,0.0,2015,5,20,2,0.0,1,50.0
826,1,0.0,49.0,0.0,2015,5,21,3,50.0,0,0.0
827,0,0.0,0.0,0.0,2015,5,22,4,0.0,0,0.0
828,0,0.0,0.0,0.0,2015,5,23,5,0.0,0,0.0
829,0,0.0,0.0,0.0,2015,5,24,6,0.0,0,0.0
830,0,0.0,0.0,0.0,2015,5,25,0,0.0,1,50.0
831,0,0.0,0.0,0.0,2015,5,26,1,0.0,1,50.0
832,0,0.0,0.0,0.0,2015,5,27,2,0.0,1,50.0
833,1,0.0,24.0,0.0,2015,5,28,3,50.0,0,0.0
834,0,0.0,0.0,0.0,2015,5,29,4,0.0,0,0.0
835,0,0.0,0.0,0.0,2015,5,30,5,0.0,1,15.0
836,0,0.0,0.0,0.0,2015,5,31,6,0.0,1,15.0
837,0,0.0,0.0,0.0,2015,6,1,0,0.0,1,42.5
838,1,0.0,15.0,0.0,2015,6,2,1,15.0,1,70.0
839,0,0.0,0.0,0.0,2015,6,3,2,0.0,1,70.0
840,1,0.0,23.0,0.0,2015,6,4,3,70.0,0,0.0
841,0,0.0,0.0,0.0,2015,6,5,4,0.0,0,0.0
842,0,0.0,0.0,0.0,2015,6,6,5,0.0,0,0.0
843,0,0.0,0.0,0.0,2015,6,7,6,0.0,0,0.0
844,0,0.0,0.0,0.0,2015,6,8,0,0.0,0,0.0
845,0,0.0,0.0,0.0,2015,6,9,1,0.0,0,0.0
846,0,0.0,0.0,0.0,2015,6,10,2,0.0,0,0.0
847,0,0.0,0.0,0.0,2015,6,11,3,0.0,0,0.0
848,0,0.0,0.0,0.0,2015,6,12,4,0.0,0,0.0
849,0,0.0,0.0,0.0,2015,6,13,5,0.0,1,15.0
850,0,0.0,0.0,0.0,2015,6,14,6,0.0,1,17.5
851,0,0.0,0.0,0.0,2015,6,15,0,0.0,1,18.33333396911621
852,1,0.0,6.0,0.0,2015,6,16,1,15.0,1,20.0
853,1,0.0,96.0,0.0,2015,6,17,2,20.0,1,20.0
854,7,0.0,10.0,0.0,2015,6,18,3,20.0,0,0.0
855,0,0.0,0.0,0.0,2015,6,19,4,0.0,0,0.0
856,0,0.0,0.0,0.0,2015,6,20,5,0.0,1,35.0
857,0,0.0,0.0,0.0,2015,6,21,6,0.0,1,35.0
858,0,0.0,0.0,0.0,2015,6,22,0,0.0,1,35.0
859,1,0.0,11.0,0.0,2015,6,23,1,35.0,1,35.0
860,0,0.0,0.0,0.0,2015,6,24,2,0.0,1,35.0
861,6,0.0,94.0,0.0,2015,6,25,3,35.0,0,0.0
862,0,0.0,0.0,0.0,2015,6,26,4,0.0,1,40.0
863,0,0.0,0.0,0.0,2015,6,27,5,0.0,1,50.0
864,0,0.0,0.0,0.0,2015,6,28,6,0.0,1,43.33333206176758
865,1,0.0,87.0,0.0,2015,6,29,0,40.0,1,45.0
866,1,0.0,2.0,0.0,2015,6,30,1,60.0,1,30.0
867,1,0.0,35.0,0.0,2015,7,1,2,30.0,0,0.0
868,0,0.0,0.0,0.0,2015,7,2,3,0.0,0,0.0
869,0,0.0,0.0,0.0,2015,7,3,4,0.0,0,0.0
870,0,0.0,0.0,0.0,2015,7,4,5,0.0,1,40.0
871,0,0.0,0.0,0.0,2015,7,5,6,0.0,1,33.33333206176758
872,0,0.0,0.0,0.0,2015,7,6,0,0.0,1,33.33333206176758
873,1,0.0,12.0,0.0,2015,7,7,1,40.0,1,30.0
874,1,0.0,20.0,0.0,2015,7,8,2,30.0,0,0.0
875,0,0.0,0.0,0.0,2015,7,9,3,0.0,0,0.0
876,0,0.0,0.0,0.0,2015,7,10,4,0.0,1,50.0
877,0,0.0,0.0,0.0,2015,7,11,5,0.0,1,40.0
878,0,0.0,0.0,0.0,2015,7,12,6,0.0,1,35.0
879,1,0.0,6.0,0.0,2015,7,13,0,50.0,1,30.0
880,1,0.0,9.0,0.0,2015,7,14,1,30.0,1,33.33333206176758
881,1,0.0,8.0,0.0,2015,7,15,2,30.0,1,40.0
882,0,0.0,0.0,0.0,2015,7,16,3,0.0,1,30.0
883,1,0.0,10.0,0.0,2015,7,17,4,40.0,1,20.0
884,0,0.0,0.0,0.0,2015,7,18,5,0.0,1,40.0
885,1,0.0,4.0,0.0,2015,7,19,6,20.0,1,60.0
886,0,0.0,0.0,0.0,2015,7,20,0,0.0,1,50.0
887,1,0.0,5.0,0.0,2015,7,21,1,60.0,1,40.0
888,0,0.0,0.0,0.0,2015,7,22,2,0.0,1,40.0
889,1,0.0,10.0,0.0,2015,7,23,3,40.0,0,0.0
890,0,0.0,0.0,0.0,2015,7,24,4,0.0,1,50.0
891,0,0.0,0.0,0.0,2015,7,25,5,0.0,1,50.0
892,0,0.0,0.0,0.0,2015,7,26,6,0.0,1,50.0
893,1,0.0,18.0,0.0,2015,7,27,0,50.0,1,40.0
894,0,0.0,0.0,0.0,2015,7,28,1,0.0,1,40.0
895,0,0.0,0.0,0.0,2015,7,29,2,0.0,1,40.0
896,1,0.0,61.0,0.0,2015,7,30,3,40.0,0,0.0
897,0,0.0,0.0,0.0,2015,7,31,4,0.0,1,40.0
898,0,0.0,0.0,0.0,2015,8,1,5,0.0,1,40.0
899,0,0.0,0.0,0.0,2015,8,2,6,0.0,1,40.0
900,1,0.0,25.0,0.0,2015,8,3,0,40.0,1,45.0
901,1,0.0,82.0,0.0,2015,8,4,1,40.0,1,50.0
902,0,0.0,0.0,0.0,2015,8,5,2,0.0,1,50.0
903,1,0.0,15.0,0.0,2015,8,6,3,50.0,0,0.0
904,0,0.0,0.0,0.0,2015,8,7,4,0.0,0,0.0
905,0,0.0,0.0,0.0,2015,8,8,5,0.0,1,50.0
906,0,0.0,0.0,0.0,2015,8,9,6,0.0,1,50.0
907,0,0.0,0.0,0.0,2015,8,10,0,0.0,1,48.33333206176758
908,1,0.0,17.0,0.0,2015,8,11,1,50.0,1,46.66666793823242
909,0,0.0,0.0,0.0,2015,8,12,2,0.0,1,46.66666793823242
910,1,0.0,17.666666666666668,0.0,2015,8,13,3,46.66666793823242,0,0.0
911,0,0.0,0.0,0.0,2015,8,14,4,0.0,0,0.0
912,0,0.0,0.0,0.0,2015,8,15,5,0.0,1,50.0
913,0,0.0,0.0,0.0,2015,8,16,6,0.0,1,50.0
914,0,0.0,0.0,0.0,2015,8,17,0,0.0,1,50.0
915,1,0.0,17.0,0.0,2015,8,18,1,50.0,0,0.0
916,0,0.0,0.0,0.0,2015,8,19,2,0.0,0,0.0
917,0,0.0,0.0,0.0,2015,8,20,3,0.0,0,0.0
918,0,0.0,0.0,0.0,2015,8,21,4,0.0,1,37.5
919,0,0.0,0.0,0.0,2015,8,22,5,0.0,1,41.66666793823242
920,0,0.0,0.0,0.0,2015,8,23,6,0.0,1,41.66666793823242
921,1,0.0,29.5,0.0,2015,8,24,0,37.5,1,50.0
922,1,0.0,17.0,0.0,2015,8,25,1,50.0,0,0.0
923,0,0.0,0.0,0.0,2015,8,26,2,0.0,1,50.0
924,0,0.0,0.0,0.0,2015,8,27,3,0.0,1,50.0
925,0,0.0,0.0,0.0,2015,8,28,4,0.0,1,50.0
926,2,0.0,20.0,0.0,2015,8,29,5,50.0,0,0.0
927,0,0.0,0.0,0.0,2015,8,30,6,0.0,0,0.0
928,0,0.0,0.0,0.0,2015,8,31,0,0.0,0,0.0
929,0,0.0,0.0,0.0,2015,9,1,1,0.0,0,0.0
930,0,0.0,0.0,0.0,2015,9,2,2,0.0,0,0.0
931,0,0.0,0.0,0.0,2015,9,3,3,0.0,1,50.0
932,0,0.0,0.0,0.0,2015,9,4,4,0.0,1,50.0
933,0,0.0,0.0,0.0,2015,9,5,5,0.0,1,50.0
934,1,0.0,182.0,0.0,2015,9,6,6,50.0,1,55.0
935,0,0.0,0.0,0.0,2015,9,7,0,0.0,1,41.66666793823242
936,0,0.0,0.0,0.0,2015,9,8,1,0.0,1,41.66666793823242
937,1,0.0,17.5,0.0,2015,9,9,2,55.0,1,15.0
938,1,0.0,40.0,0.0,2015,9,10,3,15.0,0,0.0
939,0,0.0,0.0,0.0,2015,9,11,4,0.0,0,0.0
940,0,0.0,0.0,0.0,2015,9,12,5,0.0,0,0.0
941,0,0.0,0.0,0.0,2015,9,13,6,0.0,1,50.0
942,0,0.0,0.0,0.0,2015,9,14,0,0.0,1,50.0
943,0,0.0,0.0,0.0,2015,9,15,1,0.0,1,50.0
944,1,0.0,37.0,0.0,2015,9,16,2,50.0,1,50.0
945,1,0.0,55.0,0.0,2015,9,17,3,50.0,1,50.0
946,1,0.0,27.0,0.0,2015,9,18,4,50.0,1,50.0
947,0,0.0,0.0,0.0,2015,9,19,5,0.0,1,50.0
948,0,0.0,0.0,0.0,2015,9,20,6,0.0,1,50.0
949,1,0.0,45.0,0.0,2015,9,21,0,50.0,1,25.0
950,0,0.0,0.0,0.0,2015,9,22,1,0.0,1,25.0
951,0,0.0,0.0,0.0,2015,9,23,2,0.0,1,25.0
952,1,0.0,55.0,0.0,2015,9,24,3,25.0,0,0.0
953,0,0.0,0.0,0.0,2015,9,25,4,0.0,0,0.0
954,0,0.0,0.0,0.0,2015,9,26,5,0.0,0,0.0
955,0,0.0,0.0,0.0,2015,9,27,6,0.0,1,50.0
956,0,0.0,0.0,0.0,2015,9,28,0,0.0,1,50.0
957,0,0.0,0.0,0.0,2015,9,29,1,0.0,1,50.0
958,1,0.0,66.0,0.0,2015,9,30,2,50.0,0,0.0
959,0,0.0,0.0,0.0,2015,10,1,3,0.0,0,0.0
960,0,0.0,0.0,0.0,2015,10,2,4,0.0,1,70.0
961,0,0.0,0.0,0.0,2015,10,3,5,0.0,1,70.0
962,0,0.0,0.0,0.0,2015,10,4,6,0.0,1,70.0
963,1,0.0,179.0,0.0,2015,10,5,0,70.0,0,0.0
964,0,0.0,0.0,0.0,2015,10,6,1,0.0,0,0.0
965,0,0.0,0.0,0.0,2015,10,7,2,0.0,0,0.0
966,0,0.0,0.0,0.0,2015,10,8,3,0.0,0,0.0
967,0,0.0,0.0,0.0,2015,10,9,4,0.0,0,0.0
968,0,0.0,0.0,0.0,2015,10,10,5,0.0,1,50.0
969,0,0.0,0.0,0.0,2015,10,11,6,0.0,1,50.0
970,0,0.0,0.0,0.0,2015,10,12,0,0.0,1,50.0
971,1,0.0,174.0,0.0,2015,10,13,1,50.0,1,50.0
972,1,0.0,52.0,0.0,2015,10,14,2,50.0,0,0.0
973,0,0.0,0.0,0.0,2015,10,15,3,0.0,0,0.0
974,0,0.0,0.0,0.0,2015,10,16,4,0.0,0,0.0
975,0,0.0,0.0,0.0,2015,10,17,5,0.0,1,70.0
976,0,0.0,0.0,0.0,2015,10,18,6,0.0,1,70.0
977,0,0.0,0.0,0.0,2015,10,19,0,0.0,1,55.0
978,1,0.0,15.0,0.0,2015,10,20,1,70.0,1,40.0
979,0,0.0,0.0,0.0,2015,10,21,2,0.0,1,40.0
980,1,0.0,45.0,0.0,2015,10,22,3,40.0,1,40.0
981,0,0.0,0.0,0.0,2015,10,23,4,0.0,1,40.0
982,0,0.0,0.0,0.0,2015,10,24,5,0.0,1,40.0
983,1,0.0,71.0,0.0,2015,10,25,6,40.0,1,50.0
984,0,0.0,0.0,0.0,2015,10,26,0,0.0,1,50.0
985,0,0.0,0.0,0.0,2015,10,27,1,0.0,1,50.0
986,1,0.0,95.0,2.0,2015,10,28,2,50.0,1,50.0
987,0,0.0,0.0,0.0,2015,10,29,3,0.0,1,50.0
988,1,0.0,65.0,3.0,2015,10,30,4,50.0,0,0.0
989,0,0.0,0.0,0.0,2015,10,31,5,0.0,1,50.0
990,0,0.0,0.0,0.0,2015,11,1,6,0.0,1,50.0
991,0,0.0,0.0,0.0,2015,11,2,0,0.0,1,55.0
992,1,0.0,78.0,22.0,2015,11,3,1,50.0,1,60.0
993,0,0.0,0.0,0.0,2015,11,4,2,0.0,1,60.0
994,1,0.0,30.0,14.0,2015,11,5,3,60.0,0,0.0
995,0,0.0,0.0,0.0,2015,11,6,4,0.0,1,60.0
996,0,0.0,0.0,0.0,2015,11,7,5,0.0,1,60.0
997,0,0.0,0.0,0.0,2015,11,8,6,0.0,1,56.66666793823242
998,3,0.0,93.0,27.5,2015,11,9,0,60.0,1,50.0
999,0,0.0,0.0,0.0,2015,11,10,1,0.0,1,56.66666793823242
1000,1,0.0,27.0,3.0,2015,11,11,2,50.0,1,60.0
1001,1,0.0,137.0,45.0,2015,11,12,3,50.0,1,65.0
1002,1,0.0,75.0,14.0,2015,11,13,4,70.0,1,50.0
1003,1,0.0,97.0,15.0,2015,11,14,5,60.0,1,50.0
1004,0,0.0,0.0,0.0,2015,11,15,6,0.0,1,50.0
1005,1,0.0,22.0,1.0,2015,11,16,0,40.0,1,60.0
1006,1,0.0,101.0,27.0,2015,11,17,1,60.0,1,60.0
1007,0,0.0,0.0,0.0,2015,11,18,2,0.0,1,60.0
1008,1,0.0,253.0,119.0,2015,11,19,3,60.0,1,50.0
1009,0,0.0,0.0,0.0,2015,11,20,4,0.0,1,50.0
1010,0,0.0,0.0,0.0,2015,11,21,5,0.0,1,50.0
1011,1,0.0,107.0,41.0,2015,11,22,6,50.0,1,50.0
1012,0,0.0,0.0,0.0,2015,11,23,0,0.0,1,50.0
1013,2,0.0,43.0,14.0,2015,11,24,1,50.0,0,0.0
1014,0,0.0,0.0,0.0,2015,11,25,2,0.0,1,55.0
1015,0,0.0,0.0,0.0,2015,11,26,3,0.0,1,55.0
1016,0,0.0,0.0,0.0,2015,11,27,4,0.0,1,55.0
1017,1,0.0,223.0,85.5,2015,11,28,5,55.0,1,50.0
1018,0,0.0,0.0,0.0,2015,11,29,6,0.0,1,50.0
1019,0,0.0,0.0,0.0,2015,11,30,0,0.0,1,55.0
1020,1,0.0,83.0,18.0,2015,12,1,1,50.0,1,60.0
1021,0,0.0,0.0,0.0,2015,12,2,2,0.0,1,60.0
1022,1,0.0,109.0,32.0,2015,12,3,3,60.0,0,0.0
1023,0,0.0,0.0,0.0,2015,12,4,4,0.0,1,60.0
1024,0,0.0,0.0,0.0,2015,12,5,5,0.0,1,40.0
1025,0,0.0,0.0,0.0,2015,12,6,6,0.0,1,40.0
1026,1,0.0,97.0,43.0,2015,12,7,0,60.0,1,40.0
1027,1,0.0,45.0,22.0,2015,12,8,1,20.0,1,60.0
1028,0,0.0,0.0,0.0,2015,12,9,2,0.0,1,65.0
1029,1,0.0,12.0,9.0,2015,12,10,3,60.0,1,65.0
1030,0,0.0,0.0,0.0,2015,12,11,4,0.0,1,65.0
1031,1,0.0,22.0,12.0,2015,12,12,5,70.0,1,60.0
1032,1,0.0,107.0,53.0,2015,12,13,6,60.0,0,0.0
1033,0,0.0,0.0,0.0,2015,12,14,0,0.0,0,0.0
1034,0,0.0,0.0,0.0,2015,12,15,1,0.0,0,0.0
1035,0,0.0,0.0,0.0,2015,12,16,2,0.0,0,0.0
1036,0,0.0,0.0,0.0,2015,12,17,3,0.0,0,0.0
1037,0,0.0,0.0,0.0,2015,12,18,4,0.0,0,0.0
1038,0,0.0,0.0,0.0,2015,12,19,5,0.0,0,0.0
1039,0,0.0,0.0,0.0,2015,12,20,6,0.0,0,0.0
1040,0,0.0,0.0,0.0,2015,12,21,0,0.0,1,70.0
1041,0,0.0,0.0,0.0,2015,12,22,1,0.0,1,70.0
1042,0,0.0,0.0,0.0,2015,12,23,2,0.0,1,70.0
1043,1,0.0,226.0,111.0,2015,12,24,3,70.0,1,70.0
1044,1,0.0,36.0,17.0,2015,12,25,4,70.0,0,0.0
1045,0,0.0,0.0,0.0,2015,12,26,5,0.0,0,0.0
1046,0,0.0,0.0,0.0,2015,12,27,6,0.0,0,0.0
1047,0,0.0,0.0,0.0,2015,12,28,0,0.0,0,0.0
1048,0,0.0,0.0,0.0,2015,12,29,1,0.0,0,0.0
1049,0,0.0,0.0,0.0,2015,12,30,2,0.0,0,0.0
1050,0,0.0,0.0,0.0,2015,12,31,3,0.0,0,0.0
1051,0,0.0,0.0,0.0,2016,1,1,4,0.0,0,0.0
1052,0,0.0,0.0,0.0,2016,1,2,5,0.0,0,0.0
1053,0,0.0,0.0,0.0,2016,1,3,6,0.0,1,40.0
1054,0,0.0,0.0,0.0,2016,1,4,0,0.0,1,35.0
1055,0,0.0,0.0,0.0,2016,1,5,1,0.0,1,35.0
1056,1,0.0,32.5,12.0,2016,1,6,2,40.0,1,25.0
1057,1,0.0,7.0,5.0,2016,1,7,3,25.0,0,0.0
1058,0,0.0,0.0,0.0,2016,1,8,4,0.0,0,0.0
1059,0,0.0,0.0,0.0,2016,1,9,5,0.0,1,15.0
1060,0,0.0,0.0,0.0,2016,1,10,6,0.0,1,15.0
1061,0,0.0,0.0,0.0,2016,1,11,0,0.0,1,15.0
1062,1,0.0,6.0,3.0,2016,1,12,1,15.0,1,27.5
1063,0,0.0,0.0,0.0,2016,1,13,2,0.0,1,27.5
1064,1,0.0,66.0,21.0,2016,1,14,3,15.0,1,40.0
1065,1,0.0,19.0,8.0,2016,1,15,4,40.0,1,40.0
1066,0,0.0,0.0,0.0,2016,1,16,5,0.0,1,33.33333206176758
1067,0,0.0,0.0,0.0,2016,1,17,6,0.0,1,33.33333206176758
1068,1,0.0,48.0,29.0,2016,1,18,0,40.0,1,30.0
1069,1,0.0,51.5,34.5,2016,1,19,1,30.0,0,0.0
1070,0,0.0,0.0,0.0,2016,1,20,2,0.0,1,40.0
1071,0,0.0,0.0,0.0,2016,1,21,3,0.0,1,40.0
1072,0,0.0,0.0,0.0,2016,1,22,4,0.0,1,40.0
1073,1,0.0,33.0,13.0,2016,1,23,5,40.0,1,40.0
1074,0,0.0,0.0,0.0,2016,1,24,6,0.0,1,40.0
1075,1,0.0,26.0,7.0,2016,1,25,0,40.0,1,50.0
1076,0,0.0,0.0,0.0,2016,1,26,1,0.0,1,50.0
1077,1,0.0,15.0,5.0,2016,1,27,2,40.0,1,60.0
1078,1,0.0,63.0,53.0,2016,1,28,3,60.0,0,0.0
1079,0,0.0,0.0,0.0,2016,1,29,4,0.0,1,35.0
1080,0,0.0,0.0,0.0,2016,1,30,5,0.0,1,35.0
1081,0,0.0,0.0,0.0,2016,1,31,6,0.0,1,36.25
1082,1,0.0,42.666666666666664,13.0,2016,2,1,0,35.0,1,45.0
1083,0,0.0,0.0,0.0,2016,2,2,1,0.0,1,45.0
