,Date,avg_comments,avg_bookmarks,avg_shares,year,month,day,weekday,discount_today,avg_discount,Y_discount_1d,Y_avg_discount_1d,Y_discount_3d,Y_avg_discount_3d,Y_discount_7d,Y_avg_discount_7d,Y_discount_14d,Y_avg_discount_14d,discount_past1day,discount_past2day,discount_past3day,discount_past4day,discount_past5day,discount_past6day,discount_past7day,discount_min_past15day,discount_min_past30day,discount_max_past15day,discount_max_past30day,discount_mean_past15day,discount_mean_past30day,nday_away_Martin_Luther_King_Jr_Day,nday_away_Columbus_Day,nday_away_Labor_Day,nday_away_New_Years_Day,nday_away_Thanksgiving,nday_away_Memorial_Day,nday_away_Christmas_Day,nday_away_Washingtons_Birthday,nday_away_Veterans_Day,nday_away_Independence_Day,nday_away_anyholiday
66,2018-02-01,0.0,0.0,0.0,2018,2,1,3,0,0.0,1,30,1,30,1,40,1,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,6.0,6.0,0.5192712990540764,9.464322195262531e-14,6.95213617456976e-23,0.11313897801910364,1.4945338524781451e-05,5.605339617595758e-14,0.03784045853143394,0.47965226883004425,2.3891319952628224e-07,8.849930260292657e-24,0.5192712990540764
67,2018-02-02,4.0,4.0,4.0,2018,2,2,4,1,25.0,0,0,0,0,1,40,1,40,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,60.0,6.0,6.0,0.47965226883004425,5.605339617595758e-14,3.513136727828072e-23,0.09807767964508253,1.0855496653299211e-05,9.464322195262531e-14,0.03177804641749838,0.5192712990540764,1.6434216793821234e-07,1.7672673139340898e-23,0.5192712990540764
68,2018-02-03,0.0,0.0,0.0,2018,2,3,5,0,0.0,0,0,0,0,1,40,1,40,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,60.0,7.666666666666667,6.833333333333333,0.441051290941554,3.3047967556318703e-14,1.7672673139340898e-23,0.08463666150622445,7.849175678309677e-06,1.5907704423661305e-13,0.026566137145725102,0.5596191218461927,1.1253517471925912e-07,3.513136727828072e-23,0.5596191218461927
69,2018-02-04,0.0,0.0,0.0,2018,2,4,6,0,0.0,0,0,1,30,1,40,1,40,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,30.0,7.666666666666667,4.833333333333333,0.40372170860859763,1.939625972470827e-14,8.849930260292657e-24,0.07270717596764426,5.649744546949397e-06,2.661680480344294e-13,0.022108538597039658,0.6003730411984044,7.671105893720845e-08,6.95213617456976e-23,0.6003730411984044
70,2018-02-05,0.0,0.0,0.0,2018,2,5,0,0,0.0,0,0,1,40,1,40,1,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,7.666666666666667,4.833333333333333,0.36787944117144233,1.1332393247975474e-14,4.411719196996002e-24,0.06217652402211632,4.048218864632775e-06,4.433377746328046e-13,0.01831563888873418,0.6411803884299546,5.205447572187675e-08,1.3695310990003124e-22,0.6411803884299546
71,2018-02-06,0.0,0.0,0.0,2018,2,6,1,0,0.0,1,30,1,40,1,40,1,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,6.333333333333333,4.833333333333333,0.33370241075447066,6.5910664926522654e-15,2.1893050878062735e-24,0.05293050193270875,2.8875503621930407e-06,7.35095839585829e-13,0.015104783999608878,0.6816629478612286,3.516321581057925e-08,2.685690341941217e-22,0.6816629478612286
72,2018-02-07,2.0,15.0,5.0,2018,2,7,2,1,30.0,1,50,1,50,1,40,1,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,30.0,6.333333333333333,4.833333333333333,0.30133083890551066,3.816103628946825e-15,1.0815214096490333e-24,0.04485553036633267,2.050338474493025e-06,1.2133430395437822e-12,0.012400448027957603,0.7214222903547561,2.3645554668615604e-08,5.242885663363464e-22,0.7214222903547561
73,2018-02-08,10.0,13.0,12.0,2018,2,8,3,1,50.0,0,0,1,30,1,30,1,30,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,30.0,7.0,5.833333333333333,0.2708683284704635,2.1994547780410763e-15,5.318563715269067e-25,0.03784045853143394,1.449278887147761e-06,1.9936717358377863e-12,0.010134227381485734,0.760045927023468,1.5828539209911236e-08,1.0188617225283034e-21,0.760045927023468
74,2018-02-09,0.0,0.0,0.0,2018,2,9,4,0,0.0,0,0,1,30,1,30,1,30,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,50.0,8.666666666666666,7.5,0.24238362999515986,1.2619447026583566e-15,2.603658507632229e-25,0.03177804641749838,1.0197853771706282e-06,3.2610248726700355e-12,0.008244689844825922,0.7971141629458125,1.0547816779454457e-08,1.971017666651087e-21,0.7971141629458125
75,2018-02-10,0.0,0.0,0.0,2018,2,10,5,0,0.0,1,30,1,30,1,30,1,30,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,8.666666666666666,7.5,0.21591298091726488,7.207688734079356e-16,1.2688318989310368e-25,0.026566137145725102,7.143252560542774e-07,5.309883359214771e-12,0.006677108163747914,0.8322075006903012,6.997045994265065e-09,3.795737739100092e-21,0.8322075006903012
