,Date,avg_comments,avg_bookmarks,avg_shares,year,month,day,weekday,discount_today,avg_discount,Y_discount_1d,Y_avg_discount_1d,Y_discount_3d,Y_avg_discount_3d,Y_discount_7d,Y_avg_discount_7d,Y_discount_14d,Y_avg_discount_14d,discount_past1day,discount_past2day,discount_past3day,discount_past4day,discount_past5day,discount_past6day,discount_past7day,discount_min_past15day,discount_min_past30day,discount_max_past15day,discount_max_past30day,discount_mean_past15day,discount_mean_past30day,nday_away_Memorial_Day,nday_away_Independence_Day,nday_away_Washingtons_Birthday,nday_away_Veterans_Day,nday_away_Labor_Day,nday_away_Columbus_Day,nday_away_Thanksgiving,nday_away_New_Years_Day,nday_away_Christmas_Day,nday_away_Martin_Luther_King_Jr_Day,nday_away_anyholiday
1817,2016-05-04,0.0,0.0,0.0,2016,5,4,2,0,0.0,0,0,0,0,0,0,1,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,40.0,8.0,9.0,0.21591298091726488,0.00021656025755544176,7.143252560542774e-07,6.928847118330195e-31,7.207688734079356e-16,1.2688318989310368e-25,6.155375693545423e-26,7.207688734079356e-16,1.2587439785341146e-17,5.309883359214771e-12,0.21591298091726488
1818,2016-05-05,0.0,0.0,0.0,2016,5,5,3,0,0.0,0,0,0,0,1,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,5.333333333333333,9.0,0.24238362999515986,0.00028493048887656886,4.980966734693725e-07,3.1260651434701166e-31,1.2619447026583566e-15,2.603658507632229e-25,2.972593012420696e-26,4.0980960411175916e-16,6.933242467194433e-18,3.2610248726700355e-12,0.24238362999515986
1819,2016-05-06,0.0,0.0,0.0,2016,5,6,4,0,0.0,0,0,0,0,1,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,5.333333333333333,9.0,0.2708683284704635,0.00037318957021707967,3.4574960100244164e-07,1.4039947359662446e-31,2.1994547780410763e-15,5.318563715269067e-25,1.429047782650265e-26,2.3195228302435696e-16,3.8015944193905344e-18,1.9936717358377863e-12,0.2708683284704635
1820,2016-05-07,0.0,0.0,0.0,2016,5,7,5,0,0.0,0,0,0,0,1,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,5.333333333333333,9.0,0.30133083890551066,0.0004865757746296883,2.3891319952628224e-07,6.277162123269114e-32,3.816103628946825e-15,1.0815214096490333e-24,6.838934727824874e-27,1.3069097000558088e-16,2.0750357571818113e-18,1.2133430395437822e-12,0.30133083890551066
1821,2016-05-08,0.0,0.0,0.0,2016,5,8,6,0,0.0,0,0,0,0,1,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,5.333333333333333,7.833333333333333,0.33370241075447066,0.0006315414766389987,1.6434216793821234e-07,2.793776256466959e-32,6.5910664926522654e-15,2.1893050878062735e-24,3.2580712504375464e-27,7.330319795513614e-17,1.1274980485847069e-18,7.35095839585829e-13,0.33370241075447066
1822,2016-05-09,0.0,0.0,0.0,2016,5,9,0,0,0.0,0,0,1,40,1,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,5.333333333333333,7.833333333333333,0.36787944117144233,0.0008159878350721483,1.1253517471925912e-07,1.237799517733768e-32,1.1332393247975474e-14,4.411719196996002e-24,1.5451231768499288e-27,4.09289565372295e-17,6.098688103116819e-19,4.433377746328046e-13,0.36787944117144233
1823,2016-05-10,0.0,0.0,0.0,2016,5,10,1,0,0.0,0,0,1,40,1,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,5.333333333333333,6.5,0.40372170860859763,0.0010495325222677763,7.671105893720845e-08,5.4593307522331215e-33,1.939625972470827e-14,8.849930260292657e-24,7.294508704739252e-28,2.2749341707408446e-17,3.2838813589367143e-19,2.661680480344294e-13,0.40372170860859763
1824,2016-05-11,0.0,0.0,0.0,2016,5,11,2,0,0.0,1,40,1,40,1,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,5.333333333333333,6.5,0.441051290941554,0.0013438120398556223,5.205447572187675e-08,2.396949668898052e-33,3.3047967556318703e-14,1.7672673139340898e-23,3.4281466917367465e-28,1.2587439785341146e-17,1.760227914426155e-19,1.5907704423661305e-13,0.441051290941554
1825,2016-05-12,0.0,39.0,9.0,2016,5,12,3,1,40.0,0,0,1,40,1,40,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,2.6666666666666665,6.5,0.47965226883004425,0.00171281936882384,3.516321581057925e-08,1.0476321879500156e-33,5.605339617595758e-14,3.513136727828072e-23,1.603810890548638e-28,6.933242467194433e-18,9.392490402701178e-20,9.464322195262531e-14,0.47965226883004425
1826,2016-05-13,0.0,0.0,0.0,2016,5,13,4,0,0.0,1,40,1,40,1,40,1,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,2.6666666666666665,7.833333333333333,0.5192712990540764,0.002173276647747907,2.3645554668615604e-08,2.396949668898052e-33,9.464322195262531e-14,6.95213617456976e-23,7.469255741829046e-29,3.8015944193905344e-18,4.9891093927950183e-20,5.605339617595758e-14,0.5192712990540764
